source,target
112018,6889
112023,6889
112028,6889
112033,6889
112038,6889
112043,6889
112048,689
112053,689
112058,689
112063,689
112068,689
112073,689
112078,689
112083,96152
112088,96151
112093,96151
112098,96150
112103,96150
112108,57070
112114,57070
112119,57070
112124,57070
112129,57070
112134,57070
112139,57070
112144,57070
112149,57070
112155,57070
112160,57070
112165,57070
112171,57070
112177,128608
112182,128608
112187,128608
112192,128608
112198,128608
112204,128608
112209,128608
112214,128608
112220,128608
112225,128608
112230,128608
112235,128608
112241,128608
112246,128608
112251,128608
112256,128608
112261,128608
112266,128608
112271,128608
112275,96123
112280,96122
112286,689
112291,689
112296,689
112301,689
112306,689
112311,689
112316,689
112320,57070
112325,57070
112330,57070
112335,57070
112340,57070
112345,57070
112350,57070
112355,57070
112360,57070
112365,57070
112370,57070
112376,57070
112381,57070
112386,57070
112391,57070
112396,57070
112401,57070
112406,57070
112411,57070
112416,57070
112421,57070
112426,57070
112431,57070
112436,57070
112441,57070
112446,57070
112451,57070
112456,57070
112471,128608
112476,128608
112481,128608
112486,128608
112491,128608
112496,128608
112501,128608
112506,128608
112511,128608
112516,128608
112521,128608
112527,128608
112532,128608
112537,128608
112542,96080
112548,96080
112553,96079
112558,96078
112563,57233
112568,96075
112573,96075
112580,56120
112585,56120
112590,56120
112595,56120
112600,56120
112606,689
112611,689
112616,689
112621,689
112626,689
112631,689
112636,689
112641,689
112646,689
112650,96060
112656,34548
112661,128608
112666,128608
112671,128608
112676,128608
112681,128608
112686,128608
112692,128608
112697,128608
112703,128608
112708,128608
112713,18522
112718,18522
112723,18522
112728,18522
112733,18522
112738,18522
112744,18522
112749,18522
112754,18522
112759,18522
112764,18522
112769,18522
112774,18522
112779,18522
112784,18522
112789,18522
112794,18522
112799,18522
112804,18522
112809,18522
112814,18522
112819,18522
112824,18522
112829,18522
112834,18522
112838,88945
112843,88945
112848,88945
112853,88945
112858,72760
112863,72760
112868,72760
112873,72760
112878,72760
112883,96021
112888,96019
112893,57788
112898,57788
112903,96016
112908,96016
112913,6889
112918,6889
112923,6889
112929,6889
112934,6889
112939,6889
112944,6889
112949,6889
112954,6889
112959,6889
112964,6889
112969,6889
112974,6889
112979,6889
112984,689
112989,689
112994,689
112999,689
113004,689
113009,689
113031,113031
113049,55104
113063,10930
113087,44578
113102,97372
113107,113108
113109,25414
113112,47385
113115,113118
113118,113113
113123,51343
113139,3434750
113149,97733
113153,5011
113159,2733
113165,27615
113175,23736078
113183,23585
113189,82762
113189,27566
113198,180919
113198,103335
113221,106368
113230,14539
113247,113697
113254,5931
113256,105876
113274,35520
113274,40486
113290,100175
113296,34244
113318,5937384
113326,10778
113337,106213
113352,156659
113356,34602
113357,34669
113360,169719
113360,10577
113362,113360
113367,50771
113403,45281
113418,34751
113429,34548
113436,23245410
113448,61827
113453,7515928
113459,34669
113459,48339
113468,97782
113471,15988
113485,83112
113485,3434750
113509,25522
113525,118576
113534,30128
113541,26284
113551,148950
113558,67409
113564,12397
113573,21265
113603,36049
113604,15368428
113616,35455
113634,53329
113654,113653
113671,19894
113692,61889
113707,5042765
113727,34735
113746,21555729
113756,6889
113761,6889
113766,6889
113771,6889
113776,689
113781,689
113787,689
113792,689
113797,689
113802,689
113807,689
113812,689
113817,689
113822,689
113827,689
113832,689
113837,689
113843,689
113849,689
113854,689
113859,689
113864,689
113869,689
113874,689
113879,689
113884,689
113889,689
113894,689
113899,689
113904,689
113909,689
113914,689
113919,689
113924,689
113929,689
113934,689
113939,689
113944,689
113950,689
113955,689
113960,689
113966,689
113971,689
113976,689
113981,689
113986,689
113991,689
113996,689
114001,689
114006,689
114011,689
114016,689
114021,689
114026,689
114031,689
114036,689
114041,689
114046,689
114051,689
114056,689
114061,56120
114066,56120
114071,56120
114076,56120
114081,56120
114086,56120
114091,56120
114096,56120
114101,6889
114106,6889
114111,6889
114116,6889
114121,6889
114126,6889
114131,6889
114136,6889
114141,6889
114146,6889
114151,6889
114156,6889
114161,6889
114166,6889
114171,6889
114176,6889
114181,6889
114186,6889
114191,6889
114196,6889
114201,6889
114206,6889
114211,6889
114216,6889
114221,6889
114226,6889
114231,6889
114236,6889
114241,6889
114247,6889
114253,6889
114259,6889
114264,6889
114269,6889
114274,6889
114281,34548
114286,34548
114291,34548
114296,34548
114301,88945
114306,88945
114311,88945
114317,18522
114322,18522
114327,18522
114332,18522
114337,18522
114342,18522
114348,18522
114353,56120
114358,56120
114363,56120
114368,56120
114373,56120
114379,56120
114384,56120
114389,6889
114394,6889
114399,6889
114404,6889
114409,6889
114414,6889
114419,6889
114424,6889
114430,95743
114435,95743
114440,95742
114445,95742
114450,95742
114455,6889
114460,6889
114464,88945
114469,88945
114474,88945
114480,88945
114486,88945
114491,88945
114497,88945
114502,88945
114507,88945
114512,88945
114517,88945
114522,88945
114527,88945
114532,88945
114538,128608
114543,128608
114548,128608
114553,128608
114558,128608
114563,689
114568,689
114572,57070
114578,57070
114583,57070
114588,57070
114593,57070
114598,57070
114603,57070
114608,57070
114613,57070
114618,57070
114623,57070
114628,57070
114633,57070
114638,57070
114643,57070
114648,88945
114653,88945
114658,88945
114663,88945
114668,88945
114673,88945
114678,88945
114683,56120
114688,56120
114693,56120
114698,56120
114704,56120
114709,56120
114714,56120
114719,56120
114724,56120
114729,56120
114735,56120
114740,56120
114745,56120
114750,56120
114755,56120
114760,56120
114765,56120
114771,56120
114776,56120
114781,56120
114786,56120
114791,56120
114796,56120
114801,56120
114806,56120
114811,56120
114816,56120
114821,56120
114826,56120
114831,56120
114835,18522
114840,18522
114845,18522
114851,34548
114856,34548
114861,34548
114866,34548
114871,34548
114876,34548
114881,34548
114886,34548
114891,34548
114896,34548
114901,34548
114906,34548
114912,34548
114917,34548
114922,34548
114927,34548
114932,34548
114937,689
114943,689
114948,6889
114954,6889
114959,6889
114964,6889
114969,6889
114974,6889
114979,6889
114984,6889
114989,6889
114994,6889
114999,6889
115004,6889
115009,6889
115014,95638
115019,95637
115024,95636
115029,95634
115034,11773626
115039,95630
115044,95628
115049,95627
115054,95626
115059,95624
115064,95623
115069,95623
115074,95623
115079,95621
115084,95620
115089,6889
115095,6889
115100,6889
115105,6889
115110,6889
115115,6889
115120,6889
115125,6889
115130,6889
115135,6889
115140,6889
115145,6889
115150,6889
115155,6889
115160,6889
115165,6889
115170,6889
115175,6889
115180,6889
115185,6889
115191,6889
115196,6889
115201,6889
115206,6889
115211,6889
115216,6889
115221,6889
115226,6889
115231,6889
115236,6889
115241,6889
115246,6889
115251,6889
115256,6889
115261,6889
115266,6889
115271,6889
115276,6889
115281,6889
115286,6889
115291,6889
115296,6889
115301,6889
115306,6889
115311,6889
115318,6889
115323,6889
115328,6889
115333,6889
115339,6889
115344,6889
115349,6889
115354,6889
115358,57070
115363,57070
115368,57070
115373,57070
115378,57070
115383,57070
115388,57070
115393,57070
115398,57070
115403,57070
115408,57070
115414,57070
115419,57070
115424,88945
115429,72760
115434,88945
115439,88945
115444,88945
115449,88945
115454,88945
115459,88945
115464,72760
115469,128608
115474,128608
115479,128608
115484,128608
115489,128608
115494,128608
115499,128608
115504,128608
115509,128608
115514,128608
115519,128608
115524,128608
115529,18522
115534,18522
115539,18522
115544,689
115549,128608
115554,57070
115559,57070
115564,57070
115569,57070
115574,57070
115579,57070
115584,57070
115589,88945
115595,72760
115600,72760
115606,72760
115611,19579
115616,689
115621,34548
115625,72760
115630,88945
115636,689
115640,57070
115645,57070
115650,57070
115655,57070
115660,57070
115665,57070
115670,57070
115675,3966054
115681,6889
115686,6889
115691,6889
115696,6889
115702,6889
115707,6889
115712,6889
115717,6889
115722,34931
115726,128608
115731,128608
115736,128608
115741,88945
115747,34548
115751,88945
115756,88945
115761,88945
115766,88945
115771,88945
115777,56120
115781,56120
115784,128608
115790,56120
115795,34548
115800,34548
115805,34548
115810,34548
115815,34548
115820,34548
115824,72760
115830,72760
115835,72760
115840,72760
115845,72760
115850,72760
115855,128608
115860,128608
115866,128608
115871,128608
115876,128608
115881,128608
115887,34548
115892,34548
115897,34548
115902,34548
115907,34548
115912,34548
115917,34548
115922,34548
115927,34548
115933,34548
115938,56120
115943,56120
115948,56120
115953,56120
115959,56120
115964,56120
115969,56120
115974,56120
115980,56120
115985,56120
115990,34548
115995,34548
116001,34548
116007,34548
116012,34548
116017,34548
116021,57070
116026,57070
116031,57070
116037,72760
116042,72760
116048,72760
116053,72760
116058,112317
116063,18522
116068,18522
116073,18522
116078,18522
116084,18522
116089,18522
116094,18522
116099,18522
116104,689
116109,689
116114,689
116119,689
116124,689
116129,689
116134,689
116139,689
116144,689
116149,689
116154,689
116159,689
116164,689
116169,689
116174,689
116179,689
116184,689
116189,689
116195,689
116200,689
116205,689
116210,689
116215,689
116220,689
116225,689
116230,689
116235,689
116240,689
116245,689
116250,689
116255,689
116260,689
116266,689
116271,689
116276,689
116281,689
116286,689
116291,689
116296,34548
116302,34548
116307,34548
116312,34548
116317,34548
116322,34548
116327,34548
116332,34548
116337,34548
116343,34548
116348,34548
116353,34548
116358,34548
116363,34548
116368,34548
116373,34548
116378,34548
116383,34548
116388,34548
116393,34548
116398,34548
116403,34548
116408,34548
116413,34548
116418,34548
116423,34548
116428,34548
116433,34548
116438,34548
116443,34548
116448,34548
116453,34548
116458,34548
116463,34548
116468,34548
116473,34548
116478,34548
116483,34548
116488,34548
116492,72760
116497,72760
116502,72760
116507,72760
116512,72760
116517,34548
116522,34548
116527,34548
116532,34548
116537,34548
116541,88945
116546,72760
116551,72760
116556,72760
116561,72760
116566,72760
116571,72760
116576,72760
116581,72760
116586,88945
116591,88945
116596,88945
116601,88945
116607,88945
116612,88945
116617,88945
116622,88945
116627,88945
116632,88945
116637,72760
116643,128608
116648,128608
116653,128608
116658,128608
116663,128608
116668,128608
116673,56120
116678,689
116683,689
116688,689
116693,689
116698,689
116703,689
116708,689
116713,689
116718,689
116724,689
116729,689
116732,88945
116737,88945
116742,88945
116747,72760
116752,72760
116757,72760
116763,128608
116769,18522
116774,18522
116779,18522
116784,18522
116789,18522
116795,18522
116800,18522
116805,18522
116810,56120
116815,56120
116820,56120
116825,56120
116830,18522
116835,18522
116840,56120
116845,56120
116849,18522
116854,56120
116860,56120
116865,56120
116870,56120
116875,56120
116880,34548
116885,34548
116890,34548
116895,34548
116900,34548
116905,34548
116910,34548
116915,34548
116920,34548
116925,34548
116930,34548
116935,34548
116940,34548
116945,34548
116950,34548
116955,88945
116960,88945
116965,88945
116970,72760
116975,72760
116980,72760
116985,72760
116990,72760
116995,72760
117000,72760
117005,72760
117010,72760
117015,72760
117020,72760
117025,72760
117030,72760
117035,72760
117040,72760
117045,72760
117050,72760
117055,72760
117060,72760
117065,72760
117070,72760
117075,72760
117080,72760
117085,72760
117090,72760
117095,72760
117100,72760
117105,72760
117111,72760
117116,72760
117121,72760
117126,72760
117131,72760
117136,72760
117141,72760
117147,56120
117152,56120
117157,56120
117162,18522
117167,56120
117172,56120
117177,56120
117182,56120
117188,689
117193,689
117198,689
117203,689
117208,689
117213,34548
117218,34548
117223,34548
117228,34548
117233,34548
117238,34548
117243,34548
117248,34548
117253,34548
117258,34548
117263,34548
117268,34548
117273,34548
117278,34548
117283,34548
117288,34548
117293,34548
117299,34548
117304,34548
117309,34548
117314,34548
117319,34548
117324,34548
117329,72760
117334,72760
117339,72760
117344,72760
117349,72760
117354,72760
117360,56120
117365,56120
117370,56120
117375,56120
117380,56120
117385,56120
117390,56120
117395,56120
117401,56120
117406,56120
117412,56120
117417,95100
117422,95100
117427,95099
117433,34548
117438,34548
117443,34548
117448,50117
117453,72760
117458,72760
117464,56120
117469,56120
117474,56120
117479,56120
117485,56120
117490,56120
117496,34548
117501,34548
117506,34548
117513,34548
117522,144156
117530,18522
117536,128608
117541,128608
117546,128608
117551,128608
117556,128608
117561,128608
117566,128608
117571,128608
117576,128608
117581,128608
117586,128608
117591,128608
117596,128608
117601,128608
117606,128608
117611,128608
117616,128608
117621,128608
117626,128608
117631,128608
117637,128608
117643,128608
117648,128608
117653,128608
117658,128608
117663,128608
117668,128608
117673,128608
117678,128608
117683,128608
117688,128608
117693,128608
117698,128608
117704,128608
117709,128608
117715,128608
117720,128608
117725,128608
117730,128608
117735,128608
117740,128608
117745,128608
117750,128608
117755,128608
117760,128608
117766,128608
117771,128608
117776,128608
117783,128608
117789,128608
117794,128608
117799,128608
117804,128608
117811,128608
117818,128608
117825,128608
117831,128608
117836,128608
117841,128608
117848,128608
117853,128608
117860,128608
117866,128608
117871,128608
117879,128608
117884,128608
117889,128608
117895,128608
117902,128608
117907,128608
117912,128608
117918,128608
117923,128608
117929,128608
117934,128608
117939,128608
117948,128608
117953,128608
117958,128608
117963,128608
117969,128608
117974,128608
117979,128608
117988,128608
117993,128608
117999,128608
118005,128608
118010,128608
118015,128608
118021,128608
118026,128608
118034,128608
118039,128608
118044,128608
118049,128608
118054,128608
118059,128608
118064,128608
118069,128608
118074,20337
118079,95067
118084,95067
118089,95067
118094,95067
118101,95066
118106,95066
118112,95066
118120,95066
118126,95065
118131,95065
118136,95065
118141,95065
118147,95064
118152,95064
118158,95064
118164,95062
118171,689
118179,689
118184,689
118189,689
118194,689
118199,689
118205,689
118210,689
118216,128608
118222,128608
118229,128608
118234,90251
118240,57070
118245,57070
118250,57070
118258,57070
118263,57070
118269,57070
118275,128608
118280,128608
118286,95056
118291,128608
118298,95055
118303,95055
118309,95055
118315,95055
118320,95053
118326,6889
118333,6889
118338,689
118345,34749
118356,106374
118367,19346
118385,72495
118395,34751
118396,142258
118409,31717
118428,72760
118439,5134
118453,72760
118469,72760
118478,140732
118492,117531
118515,72760
118529,21148
118546,72760
118563,9239
118570,3532541
118576,23627
118592,72760
118606,175187
118622,57160
118637,72760
118655,13255
118668,21148
118684,21148
